user_type,sleep_hours,sleep_quality,screen_time,workload,energy_level,stress_level,previous_focus_hours,eye_strain,eye_discomfort,head_discomfort,mental_fatigue,neck_back_discomfort,difficulty_concentrating,focus_hours
Student,6.614271454291818,1,5.478450580290006,4,1,3,2.0724089365052247,0,1,0,2,1,4,0.0
Professional,7.338775663039372,3,5.624584367389769,3,5,2,4.626100035291606,0,1,1,1,1,0,4.412713414080795
Student,7.037159208665933,5,6.997265072758851,3,5,2,3.518460154369357,1,1,0,2,3,0,3.0421190042953916
Student,5.175810119843016,3,10.87988424907621,4,1,4,3.01224160141532,4,5,1,2,3,4,0.0
Student,6.382022486277525,2,5.773424240924306,2,2,4,3.0623944121491844,0,0,2,3,2,5,0.0
Student,7.040803221376413,5,5.199050971180959,3,5,2,5.850383447792238,0,0,0,2,2,0,5.513274619554453
Student,6.000910471138363,2,9.524374075476535,4,3,5,3.48147444528287,5,4,0,2,5,3,0.0
Professional,7.9372074813803914,3,3.7878145208348855,2,4,3,4.4986474868027475,0,1,0,3,1,2,3.7299213962739373
Student,7.016396642261924,4,3.991905210349573,4,5,3,7.121093507968653,0,1,1,2,1,0,4.805761329082912
Student,4.859219062960532,1,7.668627068357222,2,1,3,3.424471147072638,2,2,2,0,4,1,0.0
Professional,6.876117132958151,4,5.633135133704629,3,4,2,3.8794678267599054,2,3,1,0,2,0,4.0177801018849575
Professional,5.620366857622445,1,11.529868317546303,5,3,5,1.2033891874843379,4,4,5,4,5,5,0.0
Professional,6.708374252555259,1,9.11829625491987,2,2,5,3.1800114077746375,3,2,3,2,5,4,0.0
Student,7.305923741211488,5,3.008279547400686,3,4,2,6.173276732444662,0,1,0,1,3,0,5.951545142096004
Student,8.033093020778525,5,4.469850991652885,5,4,3,7.7946949400237555,0,0,2,4,2,1,3.511716150224703
Professional,7.770101358407233,4,2.8395713692199887,5,4,2,7.014104026690387,0,1,0,4,2,1,3.5959067702038747
Student,4.425381602861292,1,11.232175881536534,4,2,5,2.2342327952813967,3,2,4,5,4,5,0.0
Student,8.21577837049248,4,3.6542201536552725,2,5,2,4.4152689281726225,0,1,1,2,2,0,7.238963981150596
Student,5.508871552034221,2,7.501668278380112,3,1,4,2.429861368931621,0,1,2,3,4,5,0.0
Student,5.504879811538049,3,5.18260189690687,2,1,3,3.2782861148694593,0,0,2,1,3,2,0.0
Student,5.4635527493246965,1,6.957271353972356,2,1,5,2.2321012017596296,1,0,4,4,3,5,0.0
Professional,6.634074821319892,2,5.041828299920721,3,2,4,1.5562354534815226,0,0,4,3,1,3,0.0
Professional,6.30068092200602,2,7.621726587212054,4,1,4,2.8238731080508277,2,2,4,4,4,5,0.0
Student,6.081708059050128,3,9.260218882899007,4,3,5,3.7512955155153827,3,4,2,4,3,4,0.0
Professional,8.17024332185425,5,5.753446401184069,3,5,3,7.4312987407195115,0,0,0,2,2,0,5.7948049342694485
Professional,8.157170697185899,4,4.108903913001933,3,5,1,6.015579904180507,1,2,2,2,2,0,5.492643008006332
Professional,7.0556995551655115,5,2.8625590509033967,4,4,1,6.5422420868578195,1,0,1,2,1,0,6.2020113827072585
Professional,8.18866346785319,4,4.369763021593838,3,4,2,7.940155828929454,2,2,0,3,3,0,5.185594076570333
Professional,6.733836458746092,1,6.56684703215179,4,2,3,3.5907310094174374,1,2,2,3,1,4,0.0
Professional,6.510648381142128,5,6.093896071291072,2,4,3,4.685944024879138,3,4,2,0,4,0,2.333530057254362
Student,5.653810810365437,1,9.658003745089466,5,2,5,1.2002507645522709,4,4,4,4,4,5,0.0
Professional,7.940867404451556,5,4.4901098112111795,2,5,2,4.9460851275991065,3,4,0,2,2,0,5.95217164802296
Professional,4.630454954548173,3,10.39905445800665,5,3,5,1.8881965301168413,5,4,0,5,5,5,0.0
Student,7.304619067582932,3,4.992518696735921,2,3,3,5.782510653889727,1,2,1,3,4,4,0.15464808297011778
Professional,5.986994387051942,3,9.66760715490492,4,2,4,2.1458740571358064,3,2,3,4,3,5,0.0
Professional,4.979429355030008,2,11.230595927775559,4,2,4,1.43585802923736,2,1,0,3,5,5,0.0
Student,7.533472089880129,4,4.230896757457484,2,4,3,3.9450248255693223,0,0,0,1,3,0,4.95002028636225
Student,6.029532767364446,3,8.963675571121138,5,3,5,1.7601943226781178,3,4,3,5,4,5,0.0
Student,7.239997771919954,5,5.873789125209664,3,5,2,5.167835174503349,2,1,2,3,2,0,3.7734859353314145
Professional,7.298080904096608,3,6.209839261349481,2,3,3,4.298919149519119,2,3,0,2,2,3,1.303148361239785
Professional,5.806734435111343,3,6.621568319377903,3,1,4,2.0527662848970385,2,1,2,1,3,4,0.0
Professional,4.597261739168942,1,10.119444715814852,5,2,5,3.957974716511978,2,1,3,5,4,5,0.0
Professional,8.423524956690937,4,5.339970934423287,3,5,3,3.7499962056714953,1,1,3,3,4,0,4.022961625599839
Professional,5.2031848795690125,2,11.693800635818794,5,2,5,3.884921476945912,5,5,1,4,5,5,0.0
Student,7.370707951443699,5,2.5391431396697524,3,5,1,5.931194285887535,0,0,1,2,0,0,6.724652108020357
Student,7.493099627203662,4,6.415793852058174,2,3,2,3.856879799050731,1,1,1,1,2,0,3.2644201007312286
Professional,8.5958863785066,5,2.0342768432429628,5,4,1,6.223654780551077,0,0,0,3,1,0,6.938719940151224
Student,6.686574769443937,4,6.839666758568364,2,4,2,4.2396101417905765,4,4,0,3,3,1,2.590598021598936
Professional,8.317835488242908,3,6.184743793735481,3,5,2,3.070377065163463,1,1,0,2,2,0,4.572359474829713
Student,6.248632711384587,3,9.507237099208364,4,2,5,2.1518466827889178,2,3,3,3,5,5,0.0
Professional,4.836838316448198,1,11.205224912562802,4,2,5,2.477565562061525,3,2,2,3,4,5,0.0
Student,7.4970714878541855,5,2.865203761184648,4,4,2,5.7265876760394265,1,2,0,4,2,0,3.5930860823243878
Professional,7.292033811184217,5,2.8784761819173488,3,4,3,5.674717911655467,0,0,3,3,1,1,4.274308313297345
Professional,6.615795031952184,1,8.054732628513266,3,1,4,2.5360701673262778,5,5,1,4,5,5,0.0
Professional,4.221217239247535,1,8.325616307228698,4,1,4,2.021965231861898,2,2,2,5,4,5,0.0
Student,7.195199628917302,5,5.220022689337944,3,3,2,5.415053079703883,1,1,1,2,5,0,3.729334975970074
Student,7.1486631027206915,5,5.0202728165265,5,5,2,7.713815759338608,2,3,1,2,2,0,3.97720737348782
Student,6.848368376136033,4,4.242403885581318,3,5,3,5.081642066124967,1,1,2,3,0,0,4.583030302776498
Professional,4.990588811343259,3,7.561914874643547,5,3,4,1.6049656338006768,2,3,4,4,3,5,0.0
Professional,8.16050038556277,4,5.837188547670661,3,5,3,4.593992378019527,2,3,0,3,1,1,3.2867840894021043
Professional,7.095959589324539,3,3.713047125955094,2,5,2,4.12781512620988,1,1,2,2,1,0,5.663206399901556
Student,4.520270492215533,3,7.698079253009185,4,2,5,3.0607822503229074,2,1,2,3,4,5,0.0
Professional,4.648272237002742,3,7.339012060186696,2,1,5,3.310393875786758,4,3,5,4,2,5,0.0
Professional,7.119024885127949,4,5.291552273174008,5,4,1,6.984959601401753,0,0,0,2,3,0,4.272824407327687
Professional,4.964531304398223,3,8.1875806029703,4,2,5,1.042830945057497,1,1,1,4,3,5,0.0
Student,7.260389995950355,3,4.219517429564828,2,5,3,5.051098637173862,0,0,0,0,2,0,5.545056325353396
Student,8.267995553742374,5,4.263182578033005,2,3,3,4.189068515902425,0,1,1,1,2,3,3.837244809720114
Student,7.092127681425172,5,4.393911903182621,3,5,3,4.39281710797302,3,4,1,3,3,0,3.2676001754163613
Student,5.159189514432946,3,7.127103425897625,4,2,4,1.4809271185467066,3,2,1,3,2,5,0.0
Professional,7.79097815236714,5,3.9625899973629073,5,4,3,5.853830793680531,1,1,1,5,1,2,0.9800187821108208
Student,8.268486181955085,4,4.410103560501014,5,4,3,5.631159663482372,0,0,0,3,1,0,2.728205710887385
Professional,8.153807088053938,5,3.462700894592466,2,5,3,3.92994040930641,1,1,2,2,0,0,5.614959651236348
Professional,6.596743100737626,1,8.45350519749583,2,2,4,3.129715137338824,4,3,2,2,5,3,0.0
Student,7.674475501671684,5,2.6308144850379676,4,5,3,5.663369788667045,0,1,0,2,1,0,4.97845426143908
Student,5.977510185163518,2,9.229736526602869,5,2,4,3.1235863103626125,3,3,0,4,5,5,0.0
Student,7.980443949307482,4,5.0957445152946885,4,5,3,5.731528189898316,2,1,2,3,2,0,4.122286102089225
Student,5.1053903452820295,3,9.354604132088177,4,1,4,2.159330052792452,3,2,3,3,4,5,0.0
Student,6.7114491208622695,5,6.653651752656128,3,5,2,5.809057673474956,3,4,1,2,0,0,3.630949041463315
Student,4.940968844336188,1,9.081747493982158,4,1,4,2.7695031833192667,4,4,5,5,4,5,0.0
Professional,8.804244476490775,4,4.566702840645984,4,5,1,6.2010667828098756,2,1,0,4,0,1,4.046486688697155
Professional,7.53016875234357,5,4.5518086746195685,3,4,2,4.27498572125959,0,1,1,2,2,0,5.2586418785086835
Student,7.325339888007083,5,4.532405734362338,3,3,2,4.315966144051123,2,2,0,0,2,0,5.7748683312860525
Professional,8.118069100480684,3,3.7987417046727168,3,5,2,4.0383217223471854,0,0,2,2,1,0,4.549119472790744
Professional,7.4614281129687114,3,3.0697221820081837,2,5,3,4.887340859736357,0,0,3,1,2,0,4.1247481022276435
Professional,5.88674794145829,2,5.930825178730351,4,1,5,2.4089627708548704,1,2,4,5,3,5,0.0
Professional,7.850378767147316,5,5.407551929881533,3,4,3,7.063888520356127,2,1,3,2,3,0,3.1549130385516038
Student,5.921169489160334,2,8.347450250666817,5,2,4,1.209675435663843,3,4,2,5,5,5,0.0
Student,8.14099288931571,4,6.02172440248811,2,5,3,5.29807769855789,1,2,1,3,5,0,3.595004781283566
Student,6.2649728766230055,1,10.47820376722704,4,1,5,1.286631623694299,3,2,3,4,5,5,0.0
Professional,5.780073392636128,1,11.670182453295052,4,3,4,3.7910535313992035,2,1,2,4,5,3,0.0
Student,8.156547129631976,5,4.173584579143139,2,5,2,4.7880904828494035,0,1,1,3,2,0,6.34174284547996
Professional,5.234967950358728,3,9.378520390945281,5,1,5,2.0931589304193547,4,3,2,5,4,5,0.0
Professional,4.295863334294695,3,10.936251513346814,5,2,4,3.04181161035746,5,5,2,4,5,5,0.0
Professional,7.111471053002804,4,5.354003961772584,5,5,1,5.235581557824719,0,0,0,3,3,0,4.565787937116512
Professional,8.821595822097736,5,5.0737916018384706,4,5,1,5.7900908569942375,0,1,0,2,1,0,8.459099437480456
Professional,7.3457529369335575,4,5.250678162737234,3,3,3,3.164714672732323,0,1,0,2,1,1,3.1488732186647814
Professional,6.02965424958146,2,10.648033246176713,5,1,5,2.71983006625961,4,5,2,5,5,5,0.0
Professional,8.820543542507899,5,2.674058573836737,5,4,2,7.262693970048646,1,1,1,3,1,0,6.190317694183976
Professional,5.3580502359179025,1,10.024704065988775,4,1,5,1.7029152980115336,3,3,2,3,5,5,0.0
Professional,4.997293398788167,1,6.446762051111231,4,2,3,1.4043934852584312,0,1,2,3,4,5,0.0
Student,7.885700394950422,4,4.967225900984689,3,4,1,7.375148502752815,3,3,2,3,1,0,4.706361119954423
Student,7.1074661781770905,4,3.266511993641499,2,5,3,5.797475339333039,0,1,1,0,0,0,6.645348404986176
Student,7.658988365580522,5,4.248005224433801,2,3,2,4.824639817138726,0,0,0,2,1,0,6.058992417196935
Professional,8.812218161294076,4,5.430623952967309,3,5,1,6.192463977267884,2,2,1,2,1,0,6.004676530115031
Student,6.564219160964116,3,4.4740706313535235,3,3,2,5.110524432265023,1,2,1,1,4,0,4.224751348412437
Student,6.415140331912998,2,7.885216472641987,5,3,5,2.774797968750219,2,1,3,5,2,5,0.0
Student,5.761602639870189,3,9.389163017879072,2,2,3,3.8781395631608424,3,3,2,2,5,3,0.0
Student,5.173224777343707,2,8.16066956400078,4,3,5,2.9282381382258382,2,1,4,5,1,5,0.0
Student,4.469320188745684,2,9.63384453634746,4,1,4,3.183292121538832,2,3,2,2,4,5,0.0
Professional,8.799714563698391,4,5.745371013592911,3,5,2,5.260243303411922,1,2,0,2,2,0,6.1575672838181115
Professional,5.040296361079649,2,10.580869384782153,5,3,5,1.6810038980152617,3,2,1,3,4,3,0.0
Professional,5.3306145178544515,3,10.087786566048091,4,3,4,1.6338551127098133,3,2,1,5,5,5,0.0
Professional,5.212140327401899,3,7.460583285429308,3,2,5,3.0068611302048236,1,2,3,3,5,5,0.0
Professional,5.100319241365816,1,7.197259764613457,5,1,5,3.4821525808220746,4,4,5,5,3,5,0.0
Student,4.677888139706453,2,7.596400411976356,2,2,3,3.666079644354395,1,0,0,1,2,0,0.724185231607501
Student,5.638410336403751,1,8.080554002078605,4,2,4,3.7464306436549943,2,2,4,0,3,0,0.0
Professional,7.526283003026554,4,4.697585170994143,2,3,2,5.287957676268423,0,0,0,1,4,0,3.8532467455412247
Professional,7.780097593860113,5,6.3965289919540425,3,5,2,3.408700954637177,2,2,0,2,3,0,4.470907754058717
Professional,8.025306979822968,5,3.9793582032380823,3,5,2,3.5162995579495866,0,0,2,3,3,0,6.265184882163145
Professional,7.510452955603348,3,4.3248552584924855,3,5,3,5.672480260722805,1,0,3,3,1,0,3.0795680993765133
Student,6.976575552896136,3,4.0415894349802866,3,3,2,4.4189429441122074,0,0,1,3,1,3,2.3438178661722375
Professional,8.161239520964708,4,3.388188103815108,3,4,3,6.094871563004675,0,1,0,3,1,0,5.841552329809137
Professional,6.580975648656609,4,6.68974244401508,2,4,2,4.763657075789345,1,0,0,3,4,1,3.3406516364959575
Professional,8.14617505801376,5,6.8174774489129435,2,3,3,3.930441663272406,2,3,3,2,4,3,1.2346211215435505
Student,5.401157572873139,2,9.985109022808485,4,1,4,3.486789673579036,3,4,2,3,5,5,0.0
Student,8.191252600230037,5,6.282509573676148,2,4,3,3.2328956557493855,2,3,2,2,3,1,3.969439910914993
Professional,5.694692692806827,1,8.52797894888246,4,1,4,3.40154537379545,2,2,1,3,5,4,0.0
Student,7.72689094513598,3,3.3560127119307186,3,5,2,3.4408812177114347,0,1,0,1,1,0,5.758379118361993
Student,7.369215307734507,4,6.7096913459310485,3,5,3,4.5940824950858,1,0,2,2,3,0,4.644893126687958
Professional,7.200734990190108,5,4.966069009307962,4,5,3,7.87299042442692,0,0,0,3,3,2,5.9480900881369285
Student,7.730050608077646,4,4.219726577497373,5,4,3,6.774528596404948,1,1,0,4,3,1,2.4184138694965367
Student,4.548122409622235,2,5.71360926984269,2,2,5,3.6591291538731854,1,1,4,3,4,5,0.0
Professional,7.983622644644912,4,5.8769965552900345,3,5,3,5.586998886876027,3,3,1,3,4,0,2.429337498961469
Student,5.88460073057184,2,5.786367670381966,4,2,5,1.824208753888903,0,0,3,3,1,5,0.0
Professional,7.252776992883222,5,3.331708610038904,2,4,2,5.9699418449675425,0,1,0,0,1,0,7.871482913814007
Student,6.808032650748732,4,5.8643739299598465,2,3,3,5.835112396090813,0,0,1,1,3,0,2.1139395093795414
Professional,7.040984093755949,5,5.645816013819357,4,4,3,7.826427446841214,2,2,1,5,1,4,2.4114725861938986
Professional,5.0209019726871436,2,7.177180644510178,2,2,5,2.4617486810363527,3,4,3,2,4,3,0.0
Professional,5.1161947739418405,1,6.1773570850543855,2,1,4,1.9114213772091029,4,5,3,4,2,5,0.0
Student,5.282206506273934,3,8.367514329148536,4,1,5,1.5013972519407632,5,4,2,5,2,5,0.0
Professional,6.353145490106007,3,10.394515104298534,5,3,4,2.238289218246381,4,5,3,5,5,4,0.0
Professional,7.661265909719084,4,5.838290350516263,5,4,2,7.475904687028144,2,1,1,4,1,1,5.2035476756654315
Student,6.922527464617536,5,4.741557584512053,3,5,3,3.381877599285235,1,2,3,1,3,0,3.9570725308280803
Professional,6.993068011572829,1,7.719682061451341,2,2,4,2.7708972152667988,2,2,0,3,3,4,0.0
Student,6.977003389864844,1,5.049303641685698,2,1,4,1.48313864488204,1,2,2,5,1,5,0.0
Professional,5.238889225939825,1,10.500941296470266,5,2,5,3.0404285287350308,2,2,2,4,5,5,0.0
Student,7.8346958406082825,4,5.484748185401271,5,5,3,6.609664013032398,1,0,1,4,0,1,3.74245283590681
Professional,7.7152810991778225,4,2.439131814681618,5,4,2,5.910109836716038,0,0,1,5,2,1,2.9921306044029414
Student,7.864986067474297,3,4.775779841306876,2,5,2,5.293856202040855,2,1,1,2,2,0,5.139593192681077
Professional,5.922853926135671,1,8.000072387403177,4,2,4,3.1919107637886324,2,1,2,5,4,5,0.0
Professional,4.647598025301287,2,10.522930160666752,4,3,5,1.76922147456607,3,4,2,4,5,5,0.0
Student,6.876781874993406,2,7.379633486824817,4,1,5,1.4291820466141232,0,0,2,5,3,5,0.0
Student,8.25703441812803,5,5.909589175383806,2,4,3,4.329227798800346,1,1,1,4,4,5,2.0599057731268857
Professional,4.790451937529728,3,6.583735916287175,2,2,4,3.2862149603191773,1,0,1,3,2,5,0.0
Student,6.219545287412497,3,11.256289243498037,4,3,5,2.573348183416756,3,2,4,3,5,5,0.0
Professional,7.464187037589428,5,3.5804429419264205,2,3,2,3.496202713504077,1,1,0,1,1,1,3.6222002610553656
Professional,5.8944118977451545,1,6.424356034177382,2,2,4,1.5479548562313168,1,1,2,2,2,3,0.0
Student,8.090574089594446,5,5.583161431180292,2,3,3,4.447354411143353,1,0,1,1,2,2,3.1652628586101406
Student,8.088325417675218,4,4.975343762607693,3,3,2,3.952636972966014,1,1,1,2,2,1,4.319027155879794
Professional,5.583126856739376,1,8.536339593332196,2,1,4,2.0226296187518096,4,3,3,2,3,5,0.0
Professional,5.989817030291834,1,6.606204388942935,2,1,5,3.499628370730787,2,3,3,2,3,5,0.0
Student,4.138044066876014,2,11.083102520460683,5,2,4,1.0768967496532678,5,4,2,5,5,5,0.0
Professional,8.709215125466743,4,5.196293677944784,3,4,1,5.386439221288964,1,1,0,0,2,0,6.954134743226183
Professional,4.701475539935922,3,7.523189034638128,5,3,4,2.8183287995589192,1,0,2,5,3,5,0.0
Professional,7.791519143061375,4,3.2633686580346186,3,5,2,5.9707969191867845,0,1,1,2,2,0,4.315789782124806
Professional,7.31031241417233,5,5.778167896149096,2,3,3,5.194823833105572,1,0,2,2,0,2,4.2540579788755135
Student,8.076388743368806,5,4.6249595729934345,4,5,1,5.481122705500016,2,3,0,2,1,0,6.470135301784424
Professional,7.5078258493400565,4,2.3069094877128236,4,5,3,5.24446993192783,1,1,0,0,0,0,6.57029091745957
Student,7.511961517685995,5,3.486078300974293,5,5,1,5.576125980677013,1,0,0,4,2,0,4.432585358968228
Student,7.678987830119885,4,5.303033830467873,5,4,2,5.667563132532339,0,0,0,3,1,1,5.028426716013437
Professional,7.289575018341428,3,4.941489484818202,2,5,3,4.1365488357665665,1,2,0,1,2,0,2.9762011057063287
Professional,4.396894787780209,2,9.240643497325799,5,3,5,1.9508909610940048,5,4,3,3,5,5,0.0
Student,8.312194899287565,5,3.1720558575202213,2,3,2,5.404116749626377,1,0,1,1,2,0,6.223675304266204
Student,4.642942840061068,2,9.94052599120999,4,1,5,2.517896689060009,4,5,3,4,4,5,0.0
Professional,6.151629718469042,2,10.352077573294782,5,2,4,3.8590485281213285,4,3,2,1,4,1,0.0
Professional,5.672915121418496,2,8.534097225050719,4,1,5,1.0470171216661774,4,4,3,3,4,5,0.0
Professional,6.310790887518573,1,8.84187253792367,4,1,5,2.4710741054955623,2,2,2,4,5,5,0.0
Professional,7.344584225671664,3,4.489118627239632,2,5,2,3.2669266076080152,0,0,1,2,0,0,5.345484920074078
Professional,8.323193773120549,5,6.854198397563403,3,4,2,4.593328267632467,4,3,1,1,1,0,4.512511647112372
Student,7.784059069607182,5,5.0777466464043854,5,5,3,6.940018259479715,2,2,2,3,0,2,2.621123243034417
Student,8.652538299725162,5,2.2388436195055625,4,5,2,6.059072808075966,0,1,1,2,1,0,7.563472822279681
Professional,7.433621812008116,3,3.1215896592461045,2,3,3,5.6298158351117955,1,0,1,4,1,3,1.416734132231004
Professional,7.76845599762723,3,6.55553709633533,2,4,2,4.197424983281854,0,0,1,1,2,0,6.231188719939381
Professional,7.324459142192994,5,3.023939815163114,4,5,2,7.358301939823013,0,1,3,3,1,0,4.0621536036681
Student,8.164081478437552,5,3.713936297388339,2,3,3,4.988167270104533,0,0,1,2,2,2,2.6630623483007745
Professional,4.654200740632739,1,5.324496086158624,4,2,4,3.5299970646758125,1,1,1,4,3,5,0.0
Professional,8.28425829372852,4,3.3016198493183486,5,4,1,6.707200994726269,0,0,0,4,2,0,6.321297236479998
Professional,6.625751564228976,3,3.7546891649121306,2,3,2,5.35091490644351,2,2,0,0,1,0,5.0321240383107435
Professional,6.613802960995243,3,4.709691209477746,3,5,2,3.1968839860072213,1,2,0,4,1,2,2.200420675908747
Student,6.024233923435096,3,9.173342608948527,2,1,5,2.5306478022352126,5,5,1,3,4,5,0.0
Professional,5.670913066476083,1,10.866520200571877,4,1,4,2.0442111125834206,4,5,3,4,5,5,0.0
Student,6.072987852539846,1,7.170222531001324,5,1,4,2.8369401545407666,3,4,0,5,2,5,0.0
Student,6.397765995747731,3,5.568812312403259,4,1,3,2.3088269669186996,2,2,2,4,3,4,0.0
Professional,4.633534408123872,2,5.23699288965582,3,1,4,3.713968187226489,3,4,2,2,1,4,0.0
Professional,5.525409423076593,2,7.164255533978355,3,2,4,2.935411371807162,3,2,1,4,4,5,0.0
Student,7.28511251426988,4,5.11843457016986,3,5,3,5.391946495089945,1,1,2,2,2,0,4.7030622267142945
Student,5.7221296557516625,1,8.699135123367245,5,2,5,1.9379689430656584,4,4,3,5,5,5,0.0
Student,7.486977427476697,5,6.78523559683355,3,3,2,4.7899242161812055,3,4,0,3,4,1,2.869957098714317
Professional,8.516911494618252,5,5.009888060214953,5,4,2,6.259016876471804,0,0,0,2,2,0,5.594323356036237
Student,4.681692630986204,2,10.72151858668683,4,2,5,2.1503885036430774,4,5,4,3,5,5,0.0
Student,5.090624779274541,3,9.034395313123355,4,1,5,1.9349533018289553,4,5,3,5,5,5,0.0
Student,4.868184521245817,2,9.1740133397725,4,2,5,2.7707600957790834,4,3,2,3,4,5,0.0
Professional,6.697538102797503,3,3.351465323727771,2,5,2,4.127117416140812,0,0,0,3,1,0,4.805583714050241
Student,5.684279119302122,1,9.376464882827541,5,1,4,1.3918322801083973,3,4,3,2,3,4,0.0
Professional,8.419549963532637,3,4.936852263039162,3,5,2,4.252423668234499,1,2,0,0,3,0,6.489191108788813
